OBJECTID	Shape_Leng	Shape_Area	i	j	id	geometry
1	366105.8018189999856986	3952898447.4800000190734863	204610	958059	204610-958059	LINESTRING(820.38501 7299.160156, 821.115 7298.435)
1	366105.8018189999856986	3952898447.4800000190734863	204613	958006	204613-958006	LINESTRING(832.375977 7299.27002, 832.585 7299.023)
1	366105.8018189999856986	3952898447.4800000190734863	204625	958067	204625-958067	LINESTRING(819.034058 7299.819824, 819.495 7298.975)
1	366105.8018189999856986	3952898447.4800000190734863	204628	958068	204628-958068	LINESTRING(818.948975 7299.859863, 818.477 7299.843)
1	366105.8018189999856986	3952898447.4800000190734863	204644	958069	204644-958069	LINESTRING(816.843994 7300.509766, 818.068 7300.949)
1	366105.8018189999856986	3952898447.4800000190734863	204652	958069	204652-958069	LINESTRING(818.177002 7300.700195, 818.068 7300.949)
1	366105.8018189999856986	3952898447.4800000190734863	204658	958054	204658-958054	LINESTRING(825.540955 7300.939941, 825.349 7301.323)
1	366105.8018189999856986	3952898447.4800000190734863	204675	958054	204675-958054	LINESTRING(825.083008 7301.459961, 825.349 7301.323)
1	366105.8018189999856986	3952898447.4800000190734863	204695	958054	204695-958054	LINESTRING(825.825989 7302.549805, 825.349 7301.323)
1	366105.8018189999856986	3952898447.4800000190734863	204769	958048	204769-958048	LINESTRING(831.950012 7306.760254, 832.182 7306.678)
1	366105.8018189999856986	3952898447.4800000190734863	204776	958048	204776-958048	LINESTRING(833.710022 7307, 832.182 7306.678)
1	366105.8018189999856986	3952898447.4800000190734863	204908	958057	204908-958057	LINESTRING(822.864014 7312.919922, 822.677 7312.693)
1	366105.8018189999856986	3952898447.4800000190734863	204928	958057	204928-958057	LINESTRING(822.002991 7313.189941, 822.677 7312.693)
1	366105.8018189999856986	3952898447.4800000190734863	204952	958089	204952-958089	LINESTRING(832.526001 7313.80957, 831.888 7313.669)
1	366105.8018189999856986	3952898447.4800000190734863	204957	958089	204957-958089	LINESTRING(830.924072 7313.899902, 831.888 7313.669)
1	366105.8018189999856986	3952898447.4800000190734863	205097	958090	205097-958090	LINESTRING(821.159973 7316.140137, 820.648 7316.532)
1	366105.8018189999856986	3952898447.4800000190734863	205179	958090	205179-958090	LINESTRING(819.574036 7317.299805, 820.648 7316.532)
1	366105.8018189999856986	3952898447.4800000190734863	205394	958052	205394-958052	LINESTRING(833.839966 7323.089844, 832.244 7323.257)
1	366105.8018189999856986	3952898447.4800000190734863	205402	958052	205402-958052	LINESTRING(832.070007 7323.260254, 832.244 7323.257)
1	366105.8018189999856986	3952898447.4800000190734863	205454	958052	205454-958052	LINESTRING(832.865967 7324.149902, 832.244 7323.257)
1	366105.8018189999856986	3952898447.4800000190734863	205532	958034	205532-958034	LINESTRING(840.999023 7326.240234, 839.152 7326.931)
1	366105.8018189999856986	3952898447.4800000190734863	205831	958047	205831-958047	LINESTRING(824.5 7332.369629, 824.09 7333.276)
1	366105.8018189999856986	3952898447.4800000190734863	205863	958047	205863-958047	LINESTRING(822.452026 7333.389648, 824.09 7333.276)
1	366105.8018189999856986	3952898447.4800000190734863	206283	958088	206283-958088	LINESTRING(820.780029 7361.439941, 825.75 7353.525)
1	366105.8018189999856986	3952898447.4800000190734863	208387	958055	208387-958055	LINESTRING(829.440979 7292, 829.588 7292.024)
1	366105.8018189999856986	3952898447.4800000190734863	400400	958060	400400-958060	LINESTRING(830.0488 7296.413, 829.705 7296.354)
1	366105.8018189999856986	3952898447.4800000190734863	400401	958009	400401-958009	LINESTRING(830.1072 7296.045, 830.164 7295.442)
1	366105.8018189999856986	3952898447.4800000190734863	400401	958010	400401-958010	LINESTRING(830.1072 7296.045, 829.879 7295.976)
1	366105.8018189999856986	3952898447.4800000190734863	400401	958012	400401-958012	LINESTRING(830.1072 7296.045, 830.333 7296.245)
1	366105.8018189999856986	3952898447.4800000190734863	400401	958060	400401-958060	LINESTRING(830.1072 7296.045, 829.705 7296.354)
1	366105.8018189999856986	3952898447.4800000190734863	400403	958009	400403-958009	LINESTRING(830.3976 7295.483, 830.164 7295.442)
1	366105.8018189999856986	3952898447.4800000190734863	400404	958043	400404-958043	LINESTRING(830.3382 7294.563, 830.404 7294.43)
1	366105.8018189999856986	3952898447.4800000190734863	400405	958043	400405-958043	LINESTRING(830.2519 7294.172, 830.404 7294.43)
1	366105.8018189999856986	3952898447.4800000190734863	400408	958058	400408-958058	LINESTRING(830.9615 7293.329, 831.239 7293.428)
1	366105.8018189999856986	3952898447.4800000190734863	400409	958058	400409-958058	LINESTRING(831.3286 7293.629, 831.239 7293.428)
1	366105.8018189999856986	3952898447.4800000190734863	400411	958056	400411-958056	LINESTRING(830.5164 7293.213, 830.818 7292.625)
1	366105.8018189999856986	3952898447.4800000190734863	400412	958014	400412-958014	LINESTRING(831.8915 7292.49, 832.183 7292.676)
1	366105.8018189999856986	3952898447.4800000190734863	400412	958022	400412-958022	LINESTRING(831.8915 7292.49, 831.66 7292.609)
1	366105.8018189999856986	3952898447.4800000190734863	400413	958022	400413-958022	LINESTRING(831.5997 7292.886, 831.66 7292.609)
1	366105.8018189999856986	3952898447.4800000190734863	400414	958027	400414-958027	LINESTRING(833.0979 7293.912, 835.63 7297.481)
1	366105.8018189999856986	3952898447.4800000190734863	400414	958042	400414-958042	LINESTRING(833.0979 7293.912, 832.83 7293.832)
1	366105.8018189999856986	3952898447.4800000190734863	400415	958042	400415-958042	LINESTRING(832.6433 7293.638, 832.83 7293.832)
1	366105.8018189999856986	3952898447.4800000190734863	400418	958014	400418-958014	LINESTRING(831.7565 7293.225, 832.183 7292.676)
1	366105.8018189999856986	3952898447.4800000190734863	400418	958058	400418-958058	LINESTRING(831.7565 7293.225, 831.239 7293.428)
1	366105.8018189999856986	3952898447.4800000190734863	400420	958001	400420-958001	LINESTRING(831.6039 7292.32, 831.557 7292.1)
1	366105.8018189999856986	3952898447.4800000190734863	400420	958019	400420-958019	LINESTRING(831.6039 7292.32, 831.795 7291.853)
1	366105.8018189999856986	3952898447.4800000190734863	400421	958044	400421-958044	LINESTRING(830.4337 7292.015, 830.419 7292.193)
1	366105.8018189999856986	3952898447.4800000190734863	400422	958044	400422-958044	LINESTRING(830.9284 7292.205, 830.419 7292.193)
1	366105.8018189999856986	3952898447.4800000190734863	400423	958019	400423-958019	LINESTRING(831.8267 7291.867, 831.795 7291.853)
1	366105.8018189999856986	3952898447.4800000190734863	400425	958001	400425-958001	LINESTRING(831.6129 7291.987, 831.557 7292.1)
1	366105.8018189999856986	3952898447.4800000190734863	400426	958092	400426-958092	LINESTRING(831.68 7290.784, 832.395 7289.894)
1	366105.8018189999856986	3952898447.4800000190734863	400427	958092	400427-958092	LINESTRING(831.6949 7289.987, 832.395 7289.894)
1	366105.8018189999856986	3952898447.4800000190734863	400428	958017	400428-958017	LINESTRING(829.8466 7292.341, 829.523 7292.267)
1	366105.8018189999856986	3952898447.4800000190734863	400429	958084	400429-958084	LINESTRING(829.7409 7292.591, 829.495 7292.594)
1	366105.8018189999856986	3952898447.4800000190734863	400430	958015	400430-958015	LINESTRING(829.3394 7292.259, 829.073 7292.09)
1	366105.8018189999856986	3952898447.4800000190734863	400430	958017	400430-958017	LINESTRING(829.3394 7292.259, 829.523 7292.267)
1	366105.8018189999856986	3952898447.4800000190734863	400432	958017	400432-958017	LINESTRING(829.4978 7292.496, 829.523 7292.267)
1	366105.8018189999856986	3952898447.4800000190734863	400432	958055	400432-958055	LINESTRING(829.4978 7292.496, 829.588 7292.024)
1	366105.8018189999856986	3952898447.4800000190734863	400432	958084	400432-958084	LINESTRING(829.4978 7292.496, 829.495 7292.594)
1	366105.8018189999856986	3952898447.4800000190734863	400433	958018	400433-958018	LINESTRING(829.3163 7292.96, 829.244 7293.066)
1	366105.8018189999856986	3952898447.4800000190734863	400433	958084	400433-958084	LINESTRING(829.3163 7292.96, 829.495 7292.594)
1	366105.8018189999856986	3952898447.4800000190734863	400435	958018	400435-958018	LINESTRING(829.3479 7293.293, 829.244 7293.066)
1	366105.8018189999856986	3952898447.4800000190734863	400436	958002	400436-958002	LINESTRING(829.9151 7292.877, 829.889 7293.028)
1	366105.8018189999856986	3952898447.4800000190734863	400437	958002	400437-958002	LINESTRING(829.7048 7293.343, 829.889 7293.028)
1	366105.8018189999856986	3952898447.4800000190734863	400438	958045	400438-958045	LINESTRING(829.4564 7293.628, 829.473 7293.695)
1	366105.8018189999856986	3952898447.4800000190734863	400439	958035	400439-958035	LINESTRING(829.1362 7294.029, 829.15 7294.208)
1	366105.8018189999856986	3952898447.4800000190734863	400439	958045	400439-958045	LINESTRING(829.1362 7294.029, 829.473 7293.695)
1	366105.8018189999856986	3952898447.4800000190734863	400439	958096	400439-958096	LINESTRING(829.1362 7294.029, 828.767 7293.976)
1	366105.8018189999856986	3952898447.4800000190734863	400440	958038	400440-958038	LINESTRING(829.2319 7294.656, 829.43 7294.479)
1	366105.8018189999856986	3952898447.4800000190734863	400441	958035	400441-958035	LINESTRING(829.5472 7294.245, 829.15 7294.208)
1	366105.8018189999856986	3952898447.4800000190734863	400441	958038	400441-958038	LINESTRING(829.5472 7294.245, 829.43 7294.479)
1	366105.8018189999856986	3952898447.4800000190734863	400444	958096	400444-958096	LINESTRING(828.5787 7294.106, 828.767 7293.976)
1	366105.8018189999856986	3952898447.4800000190734863	400446	958066	400446-958066	LINESTRING(828.3741 7293.672, 828.272 7293.675)
1	366105.8018189999856986	3952898447.4800000190734863	400447	958066	400447-958066	LINESTRING(828.2406 7293.959, 828.272 7293.675)
1	366105.8018189999856986	3952898447.4800000190734863	400448	958053	400448-958053	LINESTRING(828.0373 7294.149, 827.711 7294.069)
1	366105.8018189999856986	3952898447.4800000190734863	400449	958053	400449-958053	LINESTRING(827.5841 7294.339, 827.711 7294.069)
1	366105.8018189999856986	3952898447.4800000190734863	400450	958039	400450-958039	LINESTRING(827.0853 7294.577, 826.861 7294.527)
1	366105.8018189999856986	3952898447.4800000190734863	400450	958072	400450-958072	LINESTRING(827.0853 7294.577, 826.777 7294.936)
1	366105.8018189999856986	3952898447.4800000190734863	400450	958093	400450-958093	LINESTRING(827.0853 7294.577, 827.505 7294.933)
1	366105.8018189999856986	3952898447.4800000190734863	400451	958039	400451-958039	LINESTRING(826.6833 7294.849, 826.861 7294.527)
1	366105.8018189999856986	3952898447.4800000190734863	400451	958072	400451-958072	LINESTRING(826.6833 7294.849, 826.777 7294.936)
1	366105.8018189999856986	3952898447.4800000190734863	400452	958072	400452-958072	LINESTRING(826.531 7295.126, 826.777 7294.936)
1	366105.8018189999856986	3952898447.4800000190734863	400455	958025	400455-958025	LINESTRING(827.8685 7296.02, 827.985 7296.054)
1	366105.8018189999856986	3952898447.4800000190734863	400456	958025	400456-958025	LINESTRING(828.0371 7296.009, 827.985 7296.054)
1	366105.8018189999856986	3952898447.4800000190734863	400457	958074	400457-958074	LINESTRING(828.4849 7296.329, 828.689 7296.327)
1	366105.8018189999856986	3952898447.4800000190734863	400457	958075	400457-958075	LINESTRING(828.4849 7296.329, 828.228 7296.779)
1	366105.8018189999856986	3952898447.4800000190734863	400458	958067	400458-958067	LINESTRING(820.0067 7299.256, 819.495 7298.975)
1	366105.8018189999856986	3952898447.4800000190734863	400459	958067	400459-958067	LINESTRING(819.4714 7298.703, 819.495 7298.975)
1	366105.8018189999856986	3952898447.4800000190734863	400462	958068	400462-958068	LINESTRING(818.3488 7300.22, 818.477 7299.843)
1	366105.8018189999856986	3952898447.4800000190734863	400463	958020	400463-958020	LINESTRING(822.8339 7296.918, 822.857 7297.224)
1	366105.8018189999856986	3952898447.4800000190734863	400466	958029	400466-958029	LINESTRING(833.3587 7293.507, 832.996 7293.038)
1	366105.8018189999856986	3952898447.4800000190734863	400466	958070	400466-958070	LINESTRING(833.3587 7293.507, 833.468 7293.46)
1	366105.8018189999856986	3952898447.4800000190734863	400466	958071	400466-958071	LINESTRING(833.3587 7293.507, 833.711 7293.199)
1	366105.8018189999856986	3952898447.4800000190734863	400467	958070	400467-958070	LINESTRING(833.6676 7293.593, 833.468 7293.46)
1	366105.8018189999856986	3952898447.4800000190734863	400468	958071	400468-958071	LINESTRING(834.0303 7293.337, 833.711 7293.199)
1	366105.8018189999856986	3952898447.4800000190734863	400469	958031	400469-958031	LINESTRING(833.7623 7292.775, 834.073 7292.916)
1	366105.8018189999856986	3952898447.4800000190734863	400469	958071	400469-958071	LINESTRING(833.7623 7292.775, 833.711 7293.199)
1	366105.8018189999856986	3952898447.4800000190734863	400471	958031	400471-958031	LINESTRING(834.2889 7293.109, 834.073 7292.916)
1	366105.8018189999856986	3952898447.4800000190734863	400471	958032	400471-958032	LINESTRING(834.2889 7293.109, 834.32 7292.688)
1	366105.8018189999856986	3952898447.4800000190734863	400472	958033	400472-958033	LINESTRING(834.5662 7292.858, 834.583 7292.431)
1	366105.8018189999856986	3952898447.4800000190734863	400473	958032	400473-958032	LINESTRING(834.4815 7292.562, 834.32 7292.688)
1	366105.8018189999856986	3952898447.4800000190734863	400473	958033	400473-958033	LINESTRING(834.4815 7292.562, 834.583 7292.431)
1	366105.8018189999856986	3952898447.4800000190734863	400475	958065	400475-958065	LINESTRING(828.7719 7291.669, 828.897 7291.733)
1	366105.8018189999856986	3952898447.4800000190734863	400477	958016	400477-958016	LINESTRING(828.5438 7292.254, 828.714 7292.268)
1	366105.8018189999856986	3952898447.4800000190734863	400479	958007	400479-958007	LINESTRING(826.7912 7290.932, 826.745 7291.197)
1	366105.8018189999856986	3952898447.4800000190734863	400479	958008	400479-958008	LINESTRING(826.7912 7290.932, 827.092 7290.985)
1	366105.8018189999856986	3952898447.4800000190734863	400480	958082	400480-958082	LINESTRING(826.3688 7290.804, 826.257 7290.598)
1	366105.8018189999856986	3952898447.4800000190734863	400481	958082	400481-958082	LINESTRING(826.2952 7290.497, 826.257 7290.598)
1	366105.8018189999856986	3952898447.4800000190734863	400483	958063	400483-958063	LINESTRING(827.6244 7290.433, 827.702 7290.566)
