OBJECTID	Shape_Leng	Shape_Area	i	geometry
1	366105.8018189999856986	3952898447.4800000190734863	205521	POINT(838.878967 7325.799805)
1	366105.8018189999856986	3952898447.4800000190734863	205523	POINT(835.872986 7325.869629)
1	366105.8018189999856986	3952898447.4800000190734863	205524	POINT(841.06897 7325.939941)
1	366105.8018189999856986	3952898447.4800000190734863	205532	POINT(840.999023 7326.240234)
1	366105.8018189999856986	3952898447.4800000190734863	205535	POINT(830.60199 7326.280273)
1	366105.8018189999856986	3952898447.4800000190734863	205545	POINT(840.966003 7326.47998)
1	366105.8018189999856986	3952898447.4800000190734863	205550	POINT(830.044983 7326.709961)
1	366105.8018189999856986	3952898447.4800000190734863	205551	POINT(842.378967 7326.72998)
1	366105.8018189999856986	3952898447.4800000190734863	205553	POINT(842.458984 7326.75)
1	366105.8018189999856986	3952898447.4800000190734863	205570	POINT(826.77301 7327.120117)
1	366105.8018189999856986	3952898447.4800000190734863	205573	POINT(843.917053 7327.220215)
1	366105.8018189999856986	3952898447.4800000190734863	205585	POINT(826.617004 7327.439941)
1	366105.8018189999856986	3952898447.4800000190734863	205593	POINT(844.357971 7327.640137)
1	366105.8018189999856986	3952898447.4800000190734863	205609	POINT(826.562012 7327.839844)
1	366105.8018189999856986	3952898447.4800000190734863	205612	POINT(844.526001 7327.879883)
1	366105.8018189999856986	3952898447.4800000190734863	205614	POINT(838.080994 7327.889648)
1	366105.8018189999856986	3952898447.4800000190734863	205637	POINT(827.76001 7328.319824)
1	366105.8018189999856986	3952898447.4800000190734863	205647	POINT(838.595032 7328.540039)
1	366105.8018189999856986	3952898447.4800000190734863	205672	POINT(827.098999 7329.060059)
1	366105.8018189999856986	3952898447.4800000190734863	205690	POINT(825.046997 7329.409668)
1	366105.8018189999856986	3952898447.4800000190734863	205709	POINT(838.848938 7329.780273)
1	366105.8018189999856986	3952898447.4800000190734863	205755	POINT(838.612 7330.549805)
1	366105.8018189999856986	3952898447.4800000190734863	205784	POINT(823.798035 7331.299805)
1	366105.8018189999856986	3952898447.4800000190734863	205806	POINT(824.977051 7331.889648)
1	366105.8018189999856986	3952898447.4800000190734863	205809	POINT(837.415039 7331.959961)
1	366105.8018189999856986	3952898447.4800000190734863	205811	POINT(824.888977 7332)
1	366105.8018189999856986	3952898447.4800000190734863	205831	POINT(824.5 7332.369629)
1	366105.8018189999856986	3952898447.4800000190734863	205832	POINT(825.777039 7332.369629)
1	366105.8018189999856986	3952898447.4800000190734863	205859	POINT(842.337036 7333.149902)
1	366105.8018189999856986	3952898447.4800000190734863	205861	POINT(822.669983 7333.299805)
1	366105.8018189999856986	3952898447.4800000190734863	205863	POINT(822.452026 7333.389648)
1	366105.8018189999856986	3952898447.4800000190734863	205869	POINT(822.852966 7333.669922)
1	366105.8018189999856986	3952898447.4800000190734863	205871	POINT(835.849976 7334.069824)
1	366105.8018189999856986	3952898447.4800000190734863	205872	POINT(835.822998 7334.169922)
1	366105.8018189999856986	3952898447.4800000190734863	205879	POINT(835.747009 7334.359863)
1	366105.8018189999856986	3952898447.4800000190734863	205882	POINT(835.695984 7334.449707)
1	366105.8018189999856986	3952898447.4800000190734863	205909	POINT(823.091003 7335.82959)
1	366105.8018189999856986	3952898447.4800000190734863	205915	POINT(823.384033 7336.120117)
1	366105.8018189999856986	3952898447.4800000190734863	205920	POINT(818.335022 7336.389648)
1	366105.8018189999856986	3952898447.4800000190734863	205923	POINT(823.907043 7336.600098)
1	366105.8018189999856986	3952898447.4800000190734863	205930	POINT(819.117004 7336.879883)
1	366105.8018189999856986	3952898447.4800000190734863	205939	POINT(818.852966 7337.200195)
1	366105.8018189999856986	3952898447.4800000190734863	205950	POINT(824.530029 7338.47998)
1	366105.8018189999856986	3952898447.4800000190734863	205952	POINT(815.147949 7338.589844)
1	366105.8018189999856986	3952898447.4800000190734863	205953	POINT(815.275024 7338.629883)
1	366105.8018189999856986	3952898447.4800000190734863	205957	POINT(813.412048 7338.869629)
1	366105.8018189999856986	3952898447.4800000190734863	205959	POINT(813.466003 7338.889648)
1	366105.8018189999856986	3952898447.4800000190734863	205960	POINT(824.328979 7339.02002)
1	366105.8018189999856986	3952898447.4800000190734863	205962	POINT(816.768982 7339.30957)
1	366105.8018189999856986	3952898447.4800000190734863	205963	POINT(816.748962 7339.339844)
1	366105.8018189999856986	3952898447.4800000190734863	205965	POINT(816.708984 7339.409668)
1	366105.8018189999856986	3952898447.4800000190734863	205966	POINT(816.804993 7339.439941)
1	366105.8018189999856986	3952898447.4800000190734863	205969	POINT(819.020996 7339.969727)
1	366105.8018189999856986	3952898447.4800000190734863	205972	POINT(823.968018 7340.32959)
1	366105.8018189999856986	3952898447.4800000190734863	205975	POINT(815.81897 7340.489746)
1	366105.8018189999856986	3952898447.4800000190734863	205976	POINT(815.710999 7340.529785)
1	366105.8018189999856986	3952898447.4800000190734863	205978	POINT(814.072021 7340.780273)
1	366105.8018189999856986	3952898447.4800000190734863	205979	POINT(816.34198 7340.790039)
1	366105.8018189999856986	3952898447.4800000190734863	205980	POINT(816.607971 7340.799805)
1	366105.8018189999856986	3952898447.4800000190734863	205984	POINT(817.075012 7340.899902)
1	366105.8018189999856986	3952898447.4800000190734863	205985	POINT(817.322021 7341.029785)
1	366105.8018189999856986	3952898447.4800000190734863	205986	POINT(817.531006 7341.149902)
1	366105.8018189999856986	3952898447.4800000190734863	206002	POINT(823.149963 7341.790039)
1	366105.8018189999856986	3952898447.4800000190734863	206020	POINT(818.151978 7342.260254)
1	366105.8018189999856986	3952898447.4800000190734863	206025	POINT(824.230042 7342.409668)
1	366105.8018189999856986	3952898447.4800000190734863	206029	POINT(824.180969 7342.5)
1	366105.8018189999856986	3952898447.4800000190734863	206033	POINT(817.967041 7342.529785)
1	366105.8018189999856986	3952898447.4800000190734863	206057	POINT(830.088989 7343.82959)
1	366105.8018189999856986	3952898447.4800000190734863	206059	POINT(830.005981 7343.859863)
1	366105.8018189999856986	3952898447.4800000190734863	206060	POINT(829.736023 7343.97998)
1	366105.8018189999856986	3952898447.4800000190734863	206069	POINT(829.144958 7344.30957)
1	366105.8018189999856986	3952898447.4800000190734863	206083	POINT(836.085999 7345.959961)
1	366105.8018189999856986	3952898447.4800000190734863	206086	POINT(829.562012 7346.319824)
1	366105.8018189999856986	3952898447.4800000190734863	206243	POINT(819.29303 7356.399902)
1	366105.8018189999856986	3952898447.4800000190734863	206253	POINT(823.933044 7357.02002)
1	366105.8018189999856986	3952898447.4800000190734863	206254	POINT(823.645935 7357.359863)
1	366105.8018189999856986	3952898447.4800000190734863	206256	POINT(823.518005 7357.529785)
1	366105.8018189999856986	3952898447.4800000190734863	206274	POINT(821.903015 7359.680176)
1	366105.8018189999856986	3952898447.4800000190734863	206283	POINT(820.780029 7361.439941)
1	366105.8018189999856986	3952898447.4800000190734863	206338	POINT(817.242004 7367.790039)
1	366105.8018189999856986	3952898447.4800000190734863	207911	POINT(825.804993 7291.459961)
1	366105.8018189999856986	3952898447.4800000190734863	208006	POINT(818.707031 7300.30957)
1	366105.8018189999856986	3952898447.4800000190734863	208221	POINT(819.141968 7300.069824)
1	366105.8018189999856986	3952898447.4800000190734863	208387	POINT(829.440979 7292)
1	366105.8018189999856986	3952898447.4800000190734863	208405	POINT(822.231018 7298.02002)
